UEI,Legal_Business_Name,DBA_Name,CAGE_Code,Registration_Status,Registration_Date,Expiration_Date,Last_Updated_Date,Purpose_of_Registration,Phys_Address_1,Phys_Address_2,Phys_City,Phys_State_Province,Phys_Zip,Phys_Country,Congressional_District,Mail_Address_1,Mail_City,Mail_State_Province,Mail_Zip,Mail_Country,Entity_Structure,Is_Small_Business,Is_Minority_Owned,Is_Women_Owned,Is_Veteran_Owned,Is_SDVOSB,Is_HUBZone,Is_8a_Program,Is_Non_Profit,Primary_NAICS_Code,Primary_NAICS_Description,Secondary_NAICS_Codes_List,PSC_Codes_List,Gov_Contact_Name,Gov_Contact_Email,Gov_Contact_Phone,EBiz_Contact_Name,EBiz_Contact_Email,EBiz_Contact_Phone,Has_Active_Exclusions,Exclusion_Type,Delinquent_Federal_Tax,Exec_Comp_1_Name,Exec_Comp_1_Amt
FJDUCNJCLFA1,BANNER HEALTH FOUNDATION,,9EF05,Active,2022-11-08,2026-10-24,2025-10-29,All Awards,2901 N CENTRAL AVE STE 160,,PHOENIX,AZ,85012,USA,,2901 N CENTRAL AVE,PHOENIX,AZ,85012,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,813212,Voluntary Health Organizations ,,,,,,Ryann Snedeker,,,N,,N,,
Z6C9EZ7DHMH6,Groundswell Capital,,9EFH5,Active,2022-11-08,2027-02-05,2026-02-09,All Awards,600 S Meyer Ave Unit 3,,Tucson,AZ,85701,USA,,600 S Meyer,TUCSON,AZ,85701,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,522110,Commercial Banking ,,,,,,Dre Thompson,,,N,,N,,
ZU3ZFCM43R33,CLJ CONSTRUCTION CONSULTING LLC,,9EFD9,Active,2022-11-08,2026-12-13,2025-12-16,All Awards,2202 N 66TH ST,,SCOTTSDALE,AZ,85257,USA,,PO Box 11092,Scottsdale,AZ,85271,USA,Sole Proprietorship,Y,N,N,N,N,N,N,N,541611,Administrative Management and General Management Consulting Services ,,,,,,Cassandra Johnson,,,N,,N,,
CRHMAEB9WK51,FAIRNET DYNAMIC SERVICES LLC,,9F3H8,Active,2022-11-08,2026-09-24,2025-09-25,All Awards,25977 N 162ND DR,,SURPRISE,AZ,85387,USA,,"1215 South kihei Rd suite o, PMB 402",Kihei,HI,96753,USA,Other,N,N,N,N,N,N,N,N,423850,Service Establishment Equipment and Supplies Merchant Wholesalers ,314910;315210;316210;325620;332999;423610;424210;424310;424690;484210;561720;562111;562119;562998,,,,,chakir almarou,,,N,,N,,
E7ATVZKAKUS9,THISTLE DOOR LLC,,9EEE5,Inactive,2022-11-08,2025-12-06,2025-12-06,All Awards,18251 N 116TH DR,,SURPRISE,AZ,85378,USA,,18251 N 116th Dr,Surprise,AZ,85378,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,238990,All Other Specialty Trade Contractors,,,,,,Stephen Smith,,,N,,N,,
J1TGHJTMLCF4,"ATLAS MASONRY, LLC",ATLAS MASONRY LLC,9EH64,Active,2022-11-08,2027-06-22,2026-06-23,All Awards,2715 W Grovers Ave,,Phoenix,AZ,85053,USA,,2715 W Grovers Ave,Phoenix,AZ,85053,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,238140,Masonry Contractors ,,,,,,Matthew Aspinall,,,N,,N,,
LYTJVNJ5TMX7,PLUMB TECH LLC,,9EL03,Inactive,2022-11-07,2024-10-25,2024-10-25,All Awards,1730 S 31ST DR,,YUMA,AZ,85364,USA,,1730  S 31st Dr,Yuma,AZ,85364,USA,Partnership or Limited Liability Partnership,N,N,N,N,N,N,N,N,238220,"Plumbing, Heating, and Air-Conditioning Contractors ",237110,4510;4520;4720,,,,Leticia Gallego,,,N,,N,,
WEK5QGRJH6M7,"CHRISTOPHER ROCHE DEFENSE CONSULTANTS, LLC",,9EDU1,Inactive,2022-11-07,2023-11-07,2023-11-07,All Awards,7119 N MERCER SPRING PL,,TUCSON,AZ,85718,USA,,7119 N MERCER SPRING PL,TUCSON,AZ,85718,USA,Sole Proprietorship,N,N,N,N,Y,N,N,N,541611,Administrative Management and General Management Consulting Services ,561499;611430;811210;811310,,,,,Christopher King,,,N,,N,,
XCA9CR8T6WY7,"MANGATA NETWORKS, INC.",,9EZY0,Inactive,2022-11-07,2024-03-13,2024-03-13,All Awards,8736 E QUARTZ MOUNTAIN DR,,GOLD CANYON,AZ,85118,USA,,8736 E QUARTZ MOUNTAIN DR,GOLD CANYON,AZ,85118,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,517410,Satellite Telecommunications,518210;541511;541512;541513,,,,,Jerome Hewitt,,,N,,N,,
WDX4M493EAY7,DEVELOPMENT GLOBAL LLC,,9HG17,Inactive,2022-11-07,2025-04-03,2025-04-03,All Awards,920 E DEVONSHIRE AVE UNIT 4027,,PHOENIX,AZ,85014,USA,,"920 E DEVONSHIRE AVE, UNIT 4027",Phoenix,AZ,85014,USA,Other,Y,N,N,N,N,N,N,N,561499,All Other Business Support Services ,,Z2GZ;Z2JZ;Z2LZ;Z2PC;Z2QA,,,,SABRINA PEREZ,,,N,,N,,
X4FXCENXK8J8,KEEPER OF THE GRUMPER FOUNDATION,,,Inactive,2022-11-07,2024-05-15,2024-05-15,Federal Assistance Awards,3229 N 1ST AVE,,TUCSON,AZ,85719,USA,,3229 N 1ST AVE,TUCSON,AZ,85719,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,Francis Reilly,,,N,,N,,
VRBEG6UKCQ38,XENON LABS LLC,,,Inactive,2022-11-07,2023-11-07,2023-11-07,Federal Assistance Awards,757 W. CITRUS WAY,,CHANDLER,AZ,85248,USA,,757 W. CITRUS WAY,CHANDLER,AZ,85248,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,,,None,,,,,Thomas Lee,,,N,,N,,
U1NWQSWNYMQ3,WETWORK LLC,,9EDU5,Inactive,2022-11-07,2023-11-07,2023-11-07,All Awards,7119 N LEMMON ROCK PL,,TUCSON,AZ,85718,USA,,7119 N LEMMON ROCK PL,TUCSON,AZ,85718,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,541512,Computer Systems Design Services ,,,,,,Ehud Gavron,,,N,,N,,
E6Z6JLS3J525,DATA DESTRUCTION LLC,,9EDM8,Active,2022-11-07,2027-05-07,2026-05-07,All Awards,3225 N 1ST AVE,,TUCSON,AZ,85719,USA,,3233 N 1ST AVE,TUCSON,AZ,85719,USA,Partnership or Limited Liability Partnership,Y,N,N,N,N,N,N,N,561499,All Other Business Support Services ,541512;541519;561990;562219;562998;811210,R499,,,,F Joseph Reilly,,,N,,N,,
H7CUPHFCLE45,TRINITY LUTHERAN CHURCH OF PRESCOTT VALLEY,,9FBS2,Active,2022-11-07,2026-12-26,2025-12-30,All Awards,3950 N VALORIE DR,,PRESCOTT VALLEY,AZ,86314,USA,,3950 N VALORIE DR,PRESCOTT VALLEY,AZ,86314,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,813110,Religious Organizations ,624410,,,,,Renee Meeks,,,N,,N,,
WAKVDVQT43F3,STRATCO INC,,9FVC3,Active,2022-11-07,2026-12-30,2025-12-30,All Awards,15678 N GREENWAY HAYDEN LOOP,STE 103,SCOTTSDALE,AZ,85260,USA,,"6501 E Greenway Pkwy, Suite 103-612",Scottsdale,AZ,85254,USA,Corporate Entity (Not Tax Exempt),Y,N,N,N,N,N,N,N,541330,Engineering Services,237120;238220;324122;324191;325998;333120;333912;333914;339991;423840;424720;441330;455219;541340;541380;541420;541614;541618;541715;561990;811310,,,,,Cecilia Mancero,,,N,,N,,
VA8KE9G6H3W4,"INTERNATIONAL BUSINESS GROUP, LLC",,9E7D4,Inactive,2022-11-06,2023-11-06,2023-11-06,All Awards,20749 N 83RD PL,,SCOTTSDALE,AZ,85255,USA,,20749 N 83RD PL,SCOTTSDALE,AZ,85255,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,423990,Other Miscellaneous Durable Goods Merchant Wholesalers ,,,,,,David Farca,,,N,,N,,
REU2YWKANKS7,"SENIOR CARE SERVICES, INC.",,9ECN1,Inactive,2022-11-04,2024-09-06,2024-09-06,All Awards,9832 N HAYDEN RD STE 103,,SCOTTSDALE,AZ,85258,USA,,2733 N POWER RD,Mesa,AZ,85215,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,624120,Services for the Elderly and Persons with Disabilities ,,,,,,Shaun Phelan,,,N,,N,,
M81YDH22V3H3,AUDIE MURPHY AND MEDAL OF HONOR MUSEUM INC,,,Inactive,2022-11-04,2023-11-08,2023-11-08,Federal Assistance Awards,15 N. 4TH STREET 146,,TOMBSTONE,AZ,85638,USA,,15 N. 4TH STREET 146,TOMBSTONE,AZ,85638,USA,Other,N,N,N,N,N,N,N,Y,,,None,,,,,William Gray,,,N,,N,,
T76BZGVKHEM9,D & D SECOND CHANCE STAFFING AGENCY LLC,,9ECV4,Inactive,2022-11-04,2023-12-09,2023-12-09,All Awards,1216 E VISTA DEL CERRO DR,APT 1105,TEMPE,AZ,85281,USA,,2601 woodland park dr,houston,TX,77077,USA,Corporate Entity (Not Tax Exempt),Y,N,N,N,N,N,N,N,561320,Temporary Help Services,518210;541213;541214;541219;541612;561311;561312;561330;561990,,,,,Ashley White,,,N,,N,,
GZ7LB6B4KVP6,THE L OFFICES LLC,,9ECB1,Inactive,2022-11-04,2023-11-04,2023-11-04,All Awards,130 E CONGRESS STREET,STE 200,TUCSON,AZ,85701,USA,,4045 E Coronado Drive,Tucson,AZ,85718,USA,Sole Proprietorship,Y,N,N,N,N,N,N,N,531120,Lessors of Nonresidential Buildings (except Miniwarehouses) ,,,,,,Krystal Popov,,,N,,N,,
TL78LY572RN8,ARIZONA CENTER FOR AFRICAN AMERICAN RESOURCES,,9ETT9,Active,2022-11-04,2027-01-22,2026-01-26,All Awards,14850 N SCOTTSDALE RD,SUITE 485,SCOTTSDALE,AZ,85254,USA,,16332 W. Pima Street,Goodyear,AZ,85254,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,813410,Civic and Social Organizations ,813319,,,,,Roy Dawson,,,N,,N,,
T99ZGNPKSAH5,"SANDSTONE ESTATES REHAB CENTRE, LLC",,9EV76,Active,2022-11-04,2026-08-11,2025-08-13,All Awards,2040 NORTH WILMOT ROAD,,TUCSON,AZ,85712,USA,,2040 NORTH WILMOT ROAD,TUCSON,AZ,85712,USA,Partnership or Limited Liability Partnership,N,N,N,N,N,N,N,N,623110,Nursing Care Facilities (Skilled Nursing Facilities) ,,,,,,Efran Mora,,,N,,N,,
T2JUUBKFSFJ9,WORKFORCE TRAINING ACADEMY USA LLC,,9H1D6,Active,2022-11-04,2026-08-15,2025-08-15,All Awards,3443 E FORT LOWELL RD,,TUCSON,AZ,85716,USA,,3443 E. Fort Lowell Rd,Tucson,AZ,85716,USA,Partnership or Limited Liability Partnership,N,N,N,N,Y,N,N,N,611519,Other Technical and Trade Schools ,541690;541720;611710,,,,,Lisa Brooks,,,N,,N,,
THNKLEM7TVN3,CITY ELECTRIC SUPPLY COMPANY,CITY ELECTRIC SUPPLY,9EH66,Inactive,2022-11-04,2025-09-16,2025-09-16,All Awards,4127 SOUTH PALO VERDE ROAD,SUITE 105,TUCSON,AZ,85714,USA,,400 S. Record Street Ste 1500,Dallas,TX,75202,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",,,,,,Steven Hargrove,,,N,,N,,
H4XFGJKM77G5,SOL PRINTS LLC,,9ECP6,Active,2022-11-04,2026-09-25,2025-09-29,All Awards,4111 N 32ND AVE,,PHOENIX,AZ,85017,USA,,4111 N 32nd Ave,Phoenix,AZ,85017,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,323113,Commercial Screen Printing ,313310;314999,,,,,Juan Solano,,,N,,N,,
TG1CXHBDNRS3,VILLA GRANDE DOMESTIC WATER IMPROVEMENT DISTRICT,VILLA GRANDE DWID,9DZR0,Inactive,2022-11-04,2025-11-13,2025-11-13,Federal Assistance Awards,4740 E HOUSER RD,,ELOY,AZ,85131,USA,,PO Box 63,Eloy,AZ,85131,USA,U.S. Government Entity,N,N,N,N,N,N,N,N,,,None,,,,,Joni Roerdink,,,N,,N,,
TMW6T5RW5E74,City Electric Supply Company,CITY ELECTRIC SUPPLY,9EB68,Inactive,2022-11-04,2026-05-06,2026-05-06,All Awards,407 S 107TH AVE STE 2 BLDG A,,TOLLESON,AZ,85353,USA,,400 S. Record Street Ste 1500,Dallas,TX,75202,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",,,,,,Steven Hargrove,,,N,,N,,
QNRPACW31GN6,"ESTRELLA OF CASCADIA, LLC",Northpark Health and Rehabilitation of Cascadia,9EBB7,Active,2022-11-03,2027-03-17,2026-03-26,All Awards,2020 N 95TH AVE,,PHOENIX,AZ,85037,USA,,2020 N 95TH AVE,PHOENIX,AZ,85037,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,623110,Nursing Care Facilities (Skilled Nursing Facilities) ,,,,,,Chase Gunderson,,,N,,N,,
Q6F2EW8HH753,HOMESCHOOL YO KIDS ORGANIZATION,Homeschool Yo Kids Organization,9EBE8,Inactive,2022-11-03,2024-10-19,2024-10-19,All Awards,5750 N 59TH AVE,APT 105,GLENDALE,AZ,85301,USA,,1845 E Oak St,Phoenix,AZ,85006,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,611710,Educational Support Services,624110;721214;813219,,,,,Jae Carter,,,N,,N,,
RCDEE9CAXEM6,CASSANDRA CLARIETT,,9F0X5,Inactive,2022-11-03,2023-12-16,2023-12-16,All Awards,7976 W STAR CATCHER DR,,TUCSON,AZ,85743,USA,,7976 W STAR CATCHER DR,TUCSON,AZ,85743,USA,Sole Proprietorship,Y,N,N,N,N,N,N,N,621330,Offices of Mental Health Practitioners (except Physicians) ,621399;621420;621498;624110;624120;624190,,,,,Cassandra Clariett,,,N,,N,,
NXJVY3S6JA15,KELLEY ONE STOP INC,,9EBP8,Inactive,2022-11-03,2023-11-03,2023-11-03,All Awards,701 E MAIN STREET,409-2,MESA,AZ,85203,USA,,701 E MAIN STREET,MESA,AZ,85203,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,492110,Couriers and Express Delivery Services,,,,,,Althea Kelley,,,N,,N,,
RGAML5WUKXN8,NEPTUNE SEARCH GROUP LLC,,9EBF7,Inactive,2022-11-03,2024-09-12,2024-09-12,All Awards,1450 E CARLA VISTA DR,,GILBERT,AZ,85295,USA,,1450 E CARLA VISTA DR,GILBERT,AZ,85295,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,Y,N,N,N,541618,Other Management Consulting Services ,,,,,,Chad Hutchins,,,N,,N,,
PJEKUDRX97K5,DIXON ROCK AND MATERIALS LLC,,9FQS8,Inactive,2022-11-03,2026-04-08,2026-04-08,All Awards,1990 E ASH ST,,GLOBE,AZ,85501,USA,,PO Box 1561,Globe,AZ,85502,USA,Partnership or Limited Liability Partnership,N,N,N,N,N,N,N,N,115310,Support Activities for Forestry,212313;237110;237310;238910;484220;562119;562991;624230,,,,,Carol  Ptak,,,N,,N,,
G7PHLKM4DY51,PC MAC COMPUTERS LLC,,9EJD8,Active,2022-11-03,2026-10-14,2025-10-17,All Awards,10355 W PEORIA AVE,,SUN CITY,AZ,85351,USA,,1303 RIGSBY AVE APT 4204,SAN ANTONIO,TX,78210,USA,Corporate Entity (Not Tax Exempt),Y,N,N,N,N,Y,N,N,325611,Soap and Other Detergent Manufacturing ,238150;238350;312112;327999;332721;333515;333517;333519;334220;334290;334510;334514;334515;334519;335131;335132;335139;335311;336350;337127;339950;423110;423120;423140;423210;423220;423330;423390;423410;423420;423430;423440;423450;423460;423490;423510;423520;423610;423620;423690;423710;423720;423730;423740;423810;423820;423830;423840;423850;423860;423910;423920;423930;423940;423990;424110;424120;424130;424210;424310;424340;424350;424410;424420;424430;424440;424450;424490;424510;424520;424590;424610;424690;424710;424720;424810;424820;424910;424920;424930;424940;424950;424990;425120;444230;444240;445230;459420;459510;481111;481112;481211;481212;481219;482111;482112;483111;483112;483113;483114;483211;483212;484110;484121;484122;484210;484220;484230;485111;485112;485113;485119;485310;485320;485410;485510;485991;485999;486110;486210;486910;486990;487210;487990;488111;488119;488190;488210;488310;488320;488390;488410;488490;488510;488991;488999;512230;522310;522320;522390;523150;523160;523210;523910;523940;523991;523999;524210;524291;532310;541511;541512;541513;541519;561612;561720;561730;561740;561790;561910;561990;562111;562112;562119;562213;621420;623110;623210;623220;623311;623312;623990;624210;624221;624229;624230;722310;722330;811420;812310;812320;812331;812332,,,,,RODNEY COOKE,,,N,,N,,
YJ8KXNBN93J6,ECO POINT CHARGE LLC,,9FZ59,Active,2022-11-03,2027-01-05,2026-01-06,All Awards,6010 N. 53RD DRIVE,,GLENDALE,AZ,85301,USA,,6010 N. 53RD DRIVE,GLENDALE,AZ,85301,USA,Sole Proprietorship,Y,N,N,N,N,N,N,N,221114,Solar Electric Power Generation ,112111;237130;337126;423610;488210;488490;517112;517810;611210;611310;611519;711310;712190;713110,,,,,Michael Curd,,,N,,N,,
R2ATHLAFLFW3,MESA GLASS INC,,9FCJ1,Active,2022-11-03,2027-01-06,2026-01-08,All Awards,104 E BROADWAY RD,,MESA,AZ,85210,USA,,P.O. Box 1583,Mesa,AZ,85211,USA,Corporate Entity (Not Tax Exempt),Y,N,N,N,N,N,N,N,238150,Glass and Glazing Contractors ,238350;561210,,,,,Carol De Priest,,,N,,N,,
NZ6QTK93QZL6,HOUSE OF POSTERITY EXCELLENCE,,9ECX3,Inactive,2022-11-02,2023-11-05,2023-11-05,All Awards,25789 S 226TH PL,,QUEEN CREEK,AZ,85142,USA,,25789 S 226TH PL,QUEEN CREEK,AZ,85142,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,623990,Other Residential Care Facilities ,,,,,,Christopher Monge,,,N,,N,,
N48FJ9JH5L19,HOSTILLI LLC,,9EA49,Inactive,2022-11-02,2023-11-02,2023-11-02,All Awards,13625 S 48TH ST,#1056,PHOENIX,AZ,85044,USA,,13625 S 48TH ST,PHOENIX,AZ,85044,USA,Partnership or Limited Liability Partnership,Y,N,N,N,N,N,N,N,561210,Facilities Support Services,236210;236220;238110;238160;238190;238220;238310;238320;238990;423430;541410;541430;541513;561320;561730,,,,,Iris Gutierrez,,,N,,N,,
KZG6M9LQ6Z66,FEDERAL DYNAMICS LLC,,9EBA9,Inactive,2022-11-02,2025-01-09,2025-01-09,All Awards,945 N KINGSTON ST,,GILBERT,AZ,85233,USA,,945 N KINGSTON ST,GILBERT,AZ,85233,USA,Partnership or Limited Liability Partnership,N,N,N,N,Y,N,N,N,541611,Administrative Management and General Management Consulting Services ,236117;236118;236220;333112;336390;336411;336412;336413;336419;336991;339114;339992;423110;423120;423130;423140;423210;423220;423390;423420;423430;423450;423620;423740;423830;423850;423860;423910;423920;424120;424130;424410;424420;424440;424450;424460;424470;424480;424490;424910;424930;424950;425120;484110;484121;484122;484220;484230;488490;488510;488999;492110;492210;493110;493120;493130;493190;531210;531390;532411;541613;541618;541620;541690;541930;561612;561613;561730;561740;621610;623110;623311;623990;624310;624410;711320;711510;722310;722320;811411;812199;812210;812320;812910,,,,,Darras Bell,,,N,,N,,
NF7FDGCCYYP3,FRONTIER HEATING AND COOLING INC,,9EAC8,Inactive,2022-11-02,2025-10-02,2025-10-02,All Awards,950 N INDUSTRIAL PARK AVE,,NOGALES,AZ,85621,USA,,950 N INDUSTRIAL PARK AVE,NOGALES,AZ,85621,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,238220,"Plumbing, Heating, and Air-Conditioning Contractors ",,,,,,Gregory Bregen,,,N,,N,,
NS3BA6SQSSH1,STEP ONE HALFWAY HOUSE,,,Inactive,2022-11-02,2025-10-16,2025-10-16,Federal Assistance Awards,9636 N 11TH AVE,,PHOENIX,AZ,85021,USA,,9636 N 11TH AVE,PHOENIX,AZ,85021,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,Shelby Lee,,,N,,N,,
U6L5M9JXEKL5,JCL MICHIGAN PROPERTIES LLC,,9EP57,Active,2022-11-02,2026-10-23,2025-10-27,All Awards,2345 E THOMAS RD STE 205,,PHOENIX,AZ,85016,USA,,2345 E Thomas Road,"Phoenix, AZ",AZ,85016,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,621112,"Offices of Physicians, Mental Health Specialists ",,,,,,Zongfu Li,,,N,,N,,
XHMUPHD1JLP1,SERVICE GENERAL HVAC LLC,,9E9W6,Inactive,2022-11-02,2025-11-04,2025-11-04,All Awards,2990 E Butler Ave,,Kingman,AZ,86409,USA,,2990 E. Butler Ave. ,Kingman ,AZ,86409,USA,Partnership or Limited Liability Partnership,N,N,N,N,N,N,N,N,238220,"Plumbing, Heating, and Air-Conditioning Contractors ",811310,J041,,,,Michael  Quinn,,,N,,N,,
MC9BSB3GMFA5,"NICKLAUS ECM JV, LLC",,9E4B9,Active,2022-11-02,2027-04-23,2026-04-27,All Awards,1851 W 24TH ST STE 101,,YUMA,AZ,85364,USA,,1851 W 24TH ST STE 101,YUMA,AZ,85364,USA,Partnership or Limited Liability Partnership,Y,N,N,N,N,N,N,N,562910,Remediation Services ,541330;541620,,,,,Stacy Gutierrez,,,N,,N,,
LYC3QDZE9DM5,"LIGHT IT UP ELECTRIC, LLC",,9EKC9,Active,2022-11-02,2027-03-31,2026-04-02,All Awards,6401 N 83RD DR,,GLENDALE,AZ,85305,USA,,6401 N 83RD DR,GLENDALE,AZ,85305,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,238210,Electrical Contractors and Other Wiring Installation Contractors,,,,,,Albert Arevalo,,,N,,N,,
M8F2D9EBJVD5,CD BROWN CONSULTING LLC,,9E9H6,Inactive,2022-11-02,2025-09-11,2025-09-11,All Awards,5207 E ANDERSON DR,,SCOTTSDALE,AZ,85254,USA,,5207 E ANDERSON DR,SCOTTSDALE,AZ,85254,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,Y,N,N,N,541611,Administrative Management and General Management Consulting Services ,541613;541614;541618;541690,,,,,CHARLES BROWN,,,N,,N,,
RYBXNL35RR48,CAREER CONNECTORS NETWORK,,9DUK2,Active,2022-11-02,2026-09-07,2025-09-09,All Awards,695 W HEMLOCK WAY,,CHANDLER,AZ,85248,USA,,695 W. HEMLOCK WAY,CHANDLER,AZ,85248,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,611430,Professional and Management Development Training ,624310;813410,,,,,Jessica Pierce,,,N,,N,,
MBQ4WK31LYC4,PRESIDIO GROUP WEALTH MANAGEMENT LLC,,9EBC9,Active,2022-11-02,2026-11-03,2025-11-05,All Awards,1795 E SKYLINE DR STE 141,,TUCSON,AZ,85718,USA,,1795 E. SKYLINE DR,TUCSON,AZ,85718,USA,Partnership or Limited Liability Partnership,N,N,N,N,N,N,N,N,523940,Portfolio Management and Investment Advice ,523150;523991;525920;525990;541611,,,,,Ernest Holguin,,,N,,N,,
QEKFZWWH95N8,BUILD A BETTER PHOENIX LLC,,9E9L1,Inactive,2022-11-02,2025-12-11,2025-12-11,All Awards,1100 E WASHINGTON STREET,SUITE 125,PHOENIX,AZ,85034,USA,,1100 E WASHINGTON STREET,PHOENIX,AZ,85034,USA,Partnership or Limited Liability Partnership,N,N,N,N,Y,N,N,N,236117,New Housing For-Sale Builders ,236115;236116;236118;236220;238130,,,,,Kristopher Ontiveros,,,N,,N,,
MCZYGVH8AHE7,"PINES MOTEL, INC.",,9E5G5,Active,2022-11-02,2027-06-26,2026-06-29,Federal Assistance Awards,920 S CAMINO REAL,,COTTONWOOD,AZ,86326,USA,,920 S Camino Real,Cottonwood,AZ,86326,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,,,None,,,,,Anna Cory,,,N,,N,,
KJS4PSXHG936,COGNETTO LLC,,9E8Y8,Inactive,2022-11-01,2024-09-14,2024-09-14,All Awards,9100 E RAINTREE DR,UNIT 232,SCOTTSDALE,AZ,85260,USA,,"13535 Ventura Blvd, Suite C PMB 145",Sherman Oaks,CA,91423,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,541511,Custom Computer Programming Services ,541715;541720,AJ12;AJ13,,,,Frederick Wedgeworth,,,N,,N,,
K39XC1G1AKE8,MERRY'S DESERT BUSINESS SOLUTIONS LLC,THE UPS STORE 6850,,Inactive,2022-11-01,2025-04-01,2025-04-01,Federal Assistance Awards,"31 N 6TH AVE, STE 105",,TUCSON,AZ,85701,USA,,"31 N 6TH AVE, STE 105",TUCSON,AZ,85701,USA,Partnership or Limited Liability Partnership,Y,N,N,N,Y,N,N,N,,,None,,,,,Merry Fennesy,,,N,,N,,
JC9PB2FB45Q4,THE EBONY YOGI FOUNDATION,,9EA34,Inactive,2022-11-01,2023-11-01,2023-11-01,All Awards,19702 W KAIBAB ROAD,,BUCKEYE,AZ,85326,USA,,19702 W KAIBAB ROAD,BUCKEYE,AZ,85326,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,611699,All Other Miscellaneous Schools and Instruction ,611710;812990,,,,,Ebony Medina,,,N,,N,,
J265EEF95FB5,RADIUS REAL ESTATE SERVICES LLC,,9E8B3,Inactive,2022-11-01,2025-09-30,2025-09-30,All Awards,7585 E REDFIELD RD,STE 104,SCOTTSDALE,AZ,85260,USA,,7585 E REDFIELD RD,SCOTTSDALE,AZ,85260,USA,Partnership or Limited Liability Partnership,N,N,N,N,N,N,N,N,531390,Other Activities Related to Real Estate ,238310;561720;561730;811412,Z2FA;Z2FC;Z2NZ;Z2PZ;Z2QA,,,,Ethan Schnaid,,,N,,N,,
KRRFG9NJ9A18,C5 CONNECTIONS LLC,,9E4A5,Active,2022-11-01,2026-10-10,2025-10-14,All Awards,2262 S BARRINGTON,,MESA,AZ,85209,USA,,1361 S Greenfield Rd,Mesa,AZ,85206,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,485999,All Other Transit and Ground Passenger Transportation ,561499,,,,,Reggie Anders Jr,,,N,,N,,
J2Q2T1JND9U3,AIR COMM CORPORATION,,9GY15,Active,2022-11-01,2026-10-14,2025-10-16,All Awards,2929 S 48TH ST,,TEMPE,AZ,85282,USA,,2929 S 48TH ST,TEMPE,AZ,85282,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,517121,Telecommunications Resellers,,,,,,MiHyen Giffin,,,N,,N,,
J7EGXL3NBYM1,LAS LUNAS PECANS LLC,,9RZV5,Active,2022-11-01,2027-05-22,2026-05-26,All Awards,8949 N FRONTIER RD,,MC NEAL,AZ,85617,USA,,8949 N FRONTIER RD,MC NEAL,AZ,85617,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,111335,Tree Nut Farming ,,,,,,Joleen Hedges,,,N,,N,,
